Name,API Name,CoreMark Score,Compute Family,FFmpeg FPS,Instance Memory,Memory Speed,vCPUs,Clock Speed(GHz),Instance Storage,Network Performance,On Demand,Linux Reserved cost,Linux Spot Average cost,EMR cost
C7I-FLEX Extra Large,c7i-flex.xlarge,"81,045.487",Compute optimized,32.0 fps,8 GiB,5600 MT/s,4 vCPUs,3.2 GHz,EBS only,Up to 12.5 Gigabit,$0.1696 hourly,$0.1122 hourly,$0.068 hourly,
M5ZN Extra Large,m5zn.xlarge,"82,402.019",General purpose,28.0 fps,16 GiB,2933 MT/s,4 vCPUs,4.5 GHz,EBS only,Up to 25 Gigabit,$0.3303 hourly,$0.2081 hourly,$0.1469 hourly,$0.0826 hourly
C6A Extra Large,c6a.xlarge,"86,157.381",Compute optimized,34.0 fps,8 GiB,2933 MT/s,4 vCPUs,3.6 GHz,EBS only,Up to 12.5 Gigabit,$0.153 hourly,$0.1012 hourly,$0.0665 hourly,$0.0383 hourly
M8I Extra Large,m8i.xlarge,"88,967.972",General purpose,40.0 fps,16 GiB,7200 MT/s,4 vCPUs,3.9 GHz,EBS only,Up to 12.5 Gigabit,$0.2117 hourly,,$0.0994 hourly,
M7I Extra Large,m7i.xlarge,"89,171.265",General purpose,32.0 fps,16 GiB,4800 MT/s,4 vCPUs,3.2 GHz,EBS only,Up to 12.5 Gigabit,$0.2016 hourly,$0.1334 hourly,$0.0814 hourly,$0.0504 hourly
R8A Large,r8a.large,"90,096.854",Memory optimized,35.0 fps,16 GiB,6400 MT/s,2 vCPUs,Up to 4.5 GHz,EBS only,Up to 12.5 Gigabit,$0.1598 hourly,,$0.0445 hourly,
R8IDB Extra Large,r8idb.xlarge,"90,764.693",Memory optimized,40.0 fps,32 GiB,7200 MT/s,4 vCPUs,3.9 GHz,237 GB NVMe SSD,Up to 20 Gigabit,$0.4689 hourly,,$0.1716 hourly,
M8IDN Extra Large,m8idn.xlarge,"92,219.02",General purpose,40.0 fps,16 GiB,7200 MT/s,4 vCPUs,3.9 GHz,237 GB NVMe SSD,Up to 30 Gigabit,$0.3819 hourly,,$0.1614 hourly,
C8INE Extra Large,c8ine.xlarge,"92,823.577",Compute optimized,40.0 fps,8 GiB,7200 MT/s,4 vCPUs,3.9 GHz,EBS only,6.25 Gigabit,$0.3402 hourly,,,
R8IDN Extra Large,r8idn.xlarge,"93,321.668",Memory optimized,40.0 fps,32 GiB,7200 MT/s,4 vCPUs,3.9 GHz,237 GB NVMe SSD,Up to 30 Gigabit,$0.4689 hourly,,$0.1822 hourly,
M8IB Extra Large,m8ib.xlarge,"93,611.046",General purpose,40.0 fps,16 GiB,7200 MT/s,4 vCPUs,3.9 GHz,EBS only,Up to 20 Gigabit,$0.3342 hourly,,$0.1733 hourly,
C8A Large,c8a.large,"94,265.515",Compute optimized,,4 GiB,6400 MT/s,2 vCPUs,Up to 4.5 GHz,EBS only,Up to 12.5 Gigabit,$0.1078 hourly,,$0.0401 hourly,
C8I Extra Large,c8i.xlarge,"94,311.818",Compute optimized,40.0 fps,8 GiB,7200 MT/s,4 vCPUs,3.9 GHz,EBS only,Up to 12.5 Gigabit,$0.1874 hourly,,$0.1012 hourly,
M8A Large,m8a.large,"94,347.714",General purpose,35.0 fps,8 GiB,6400 MT/s,2 vCPUs,Up to 4.5 GHz,EBS only,Up to 12.5 Gigabit,$0.1217 hourly,,$0.0425 hourly,
C8I-FLEX Extra Large,c8i-flex.xlarge,"95,085.28",Compute optimized,39.0 fps,8 GiB,7200 MT/s,4 vCPUs,3.9 GHz,EBS only,Up to 12.5 Gigabit,$0.178 hourly,,$0.0746 hourly,
R7I Extra Large,r7i.xlarge,"95,166.343",Memory optimized,35.0 fps,32 GiB,5600 MT/s,4 vCPUs,3.2 GHz,EBS only,Up to 12.5 Gigabit,$0.2646 hourly,$0.175 hourly,$0.0969 hourly,$0.0662 hourly
R7GD Extra Large,r7gd.xlarge,"96,354.585",Memory optimized,38.0 fps,32 GiB,,4 vCPUs,2.5 GHz,237 GB NVMe SSD,Up to 12.5 Gigabit,$0.2722 hourly,$0.171 hourly,$0.1539 hourly,$0.0681 hourly
R8IB Extra Large,r8ib.xlarge,"97,032.425",Memory optimized,39.0 fps,32 GiB,7200 MT/s,4 vCPUs,3.9 GHz,EBS only,Up to 20 Gigabit,$0.4184 hourly,,$0.1715 hourly,
M8IN Extra Large,m8in.xlarge,"97,205.346",General purpose,39.0 fps,16 GiB,7200 MT/s,4 vCPUs,3.9 GHz,EBS only,Up to 30 Gigabit,$0.3342 hourly,,$0.1523 hourly,
R8IN Extra Large,r8in.xlarge,"97,292.038",Memory optimized,39.0 fps,32 GiB,7200 MT/s,4 vCPUs,3.9 GHz,EBS only,Up to 30 Gigabit,$0.4184 hourly,,$0.1805 hourly,
M8INE Extra Large,m8ine.xlarge,"97,331.495",General purpose,39.0 fps,16 GiB,7200 MT/s,4 vCPUs,3.9 GHz,EBS only,6.25 Gigabit,$0.4177 hourly,,,
C7I Extra Large,c7i.xlarge,"97,652.277",Compute optimized,33.0 fps,8 GiB,4800 MT/s,4 vCPUs,3.2 GHz,EBS only,Up to 12.5 Gigabit,$0.1785 hourly,$0.1181 hourly,$0.0713 hourly,$0.0446 hourly
M8IDB Extra Large,m8idb.xlarge,"97,719.87",General purpose,40.0 fps,16 GiB,7200 MT/s,4 vCPUs,3.9 GHz,237 GB NVMe SSD,Up to 20 Gigabit,$0.3819 hourly,,$0.1545 hourly,
R8I Extra Large,r8i.xlarge,"98,540.371",Memory optimized,39.0 fps,32 GiB,7200 MT/s,4 vCPUs,3.9 GHz,EBS only,Up to 12.5 Gigabit,$0.2778 hourly,,$0.1253 hourly,
R8I-FLEX Extra Large,r8i-flex.xlarge,"98,871.22",Memory optimized,39.0 fps,32 GiB,7200 MT/s,4 vCPUs,3.9 GHz,EBS only,Up to 12.5 Gigabit,$0.2639 hourly,,$0.126 hourly,
M8I-FLEX Extra Large,m8i-flex.xlarge,"99,345.972",General purpose,40.0 fps,16 GiB,7200 MT/s,4 vCPUs,3.9 GHz,EBS only,Up to 12.5 Gigabit,$0.2011 hourly,,$0.1033 hourly,
C7G Extra Large,c7g.xlarge,"99,781.727",Compute optimized,38.0 fps,8 GiB,,4 vCPUs,2.5 GHz,EBS only,Up to 12.5 Gigabit,$0.145 hourly,$0.0955 hourly,$0.0662 hourly,$0.0363 hourly
C7GD Extra Large,c7gd.xlarge,"100,483.577",Compute optimized,36.0 fps,8 GiB,,4 vCPUs,2.5 GHz,237 GB NVMe SSD,Up to 12.5 Gigabit,$0.1814 hourly,$0.1143 hourly,$0.0933 hourly,$0.0454 hourly
M5A Double Extra Large,m5a.2xlarge,"101,265.823",General purpose,37.0 fps,32 GiB,3200 MT/s,8 vCPUs,2.5 GHz,EBS only,Up to 10 Gigabit,$0.344 hourly,$0.217 hourly,$0.1631 hourly,$0.086 hourly
R5AD Double Extra Large,r5ad.2xlarge,"102,362.876",Memory optimized,37.0 fps,64 GiB,2667 MT/s,8 vCPUs,2.5 GHz,300 GB NVMe SSD,Up to 10 Gigabit,$0.524 hourly,$0.33 hourly,$0.3055 hourly,$0.131 hourly
R7G Extra Large,r7g.xlarge,"102,570.678",Memory optimized,38.0 fps,32 GiB,,4 vCPUs,2.5 GHz,EBS only,Up to 12.5 Gigabit,$0.2142 hourly,$0.1417 hourly,$0.0782 hourly,$0.0536 hourly
M7GD Extra Large,m7gd.xlarge,"102,860.816",General purpose,38.0 fps,16 GiB,,4 vCPUs,2.5 GHz,237 GB NVMe SSD,Up to 12.5 Gigabit,$0.2136 hourly,$0.1345 hourly,$0.1259 hourly,$0.0534 hourly
M7G Extra Large,m7g.xlarge,"103,066.22",General purpose,38.0 fps,16 GiB,,4 vCPUs,2.5 GHz,EBS only,Up to 12.5 Gigabit,$0.1632 hourly,$0.108 hourly,$0.0913 hourly,$0.0408 hourly
M5AD Double Extra Large,m5ad.2xlarge,"104,302.477",General purpose,37.0 fps,32 GiB,2667 MT/s,8 vCPUs,2.5 GHz,300 GB NVMe SSD,Up to 10 Gigabit,$0.412 hourly,$0.26 hourly,$0.2944 hourly,$0.103 hourly
R5A Double Extra Large,r5a.2xlarge,"104,404.568",Memory optimized,37.0 fps,64 GiB,3200 MT/s,8 vCPUs,2.5 GHz,EBS only,Up to 10 Gigabit,$0.452 hourly,$0.285 hourly,$0.2059 hourly,$0.113 hourly
R5 Double Extra Large,r5.2xlarge,"109,920.308",Memory optimized,39.0 fps,64 GiB,2933 MT/s,8 vCPUs,3.1 GHz,EBS only,Up to 10 Gigabit,$0.504 hourly,$0.318 hourly,$0.1559 hourly,$0.126 hourly
M5 General Purpose Double Extra Large,m5d.2xlarge,"112,813.763",General purpose,40.0 fps,32 GiB,2666 MT/s,8 vCPUs,3.1 GHz,300 GB NVMe SSD,Up to 10 Gigabit,$0.452 hourly,$0.285 hourly,$0.3032 hourly,$0.113 hourly
M5 General Purpose Double Extra Large,m5.2xlarge,"115,790.997",General purpose,40.0 fps,32 GiB,2666 MT/s,8 vCPUs,3.1 GHz,EBS only,Up to 10 Gigabit,$0.384 hourly,$0.242 hourly,$0.1533 hourly,$0.096 hourly
R5D Double Extra Large,r5d.2xlarge,"116,138.398",Memory optimized,39.0 fps,64 GiB,2933 MT/s,8 vCPUs,3.1 GHz,300 GB NVMe SSD,Up to 10 Gigabit,$0.576 hourly,$0.363 hourly,$0.3315 hourly,$0.144 hourly
C8GB Extra Large,c8gb.xlarge,"120,681.852",Compute optimized,46.0 fps,8 GiB,,4 vCPUs,2.8 GHz,EBS only,Up to 26.66 Gigabit,$0.237 hourly,,$0.111 hourly,
M8GB Extra Large,m8gb.xlarge,"121,479.007",General purpose,45.0 fps,16 GiB,,4 vCPUs,2.8 GHz,EBS only,Up to 26.66 Gigabit,$0.291 hourly,,$0.1531 hourly,
R8G Extra Large,r8g.xlarge,"122,100.122",Memory optimized,46.0 fps,32 GiB,,4 vCPUs,2.7 GHz,EBS only,Up to 12.5 Gigabit,$0.2356 hourly,$0.1559 hourly,$0.073 hourly,$0.0589 hourly
C8GN Extra Large,c8gn.xlarge,"122,165.381",Compute optimized,46.0 fps,8 GiB,,4 vCPUs,2.8 GHz,EBS only,Up to 40 Gigabit,$0.237 hourly,,$0.0994 hourly,
C5N Double Extra Large,c5n.2xlarge,"122,680.57",Compute optimized,47.0 fps,21 GiB,2666 MT/s,8 vCPUs,3 GHz,EBS only,Up to 25 Gigabit,$0.432 hourly,$0.272 hourly,$0.2053 hourly,$0.108 hourly
R5N Double Extra Large,r5n.2xlarge,"122,906.745",Memory optimized,47.0 fps,64 GiB,3200 MT/s,8 vCPUs,2.5 GHz,EBS only,Up to 25 Gigabit,$0.596 hourly,$0.375 hourly,$0.3336 hourly,$0.149 hourly
M8G Extra Large,m8g.xlarge,"124,678.563",General purpose,45.0 fps,16 GiB,,4 vCPUs,2.7 GHz,EBS only,Up to 12.5 Gigabit,$0.1795 hourly,$0.1188 hourly,$0.0878 hourly,
C8G Extra Large,c8g.xlarge,"125,039.075",Compute optimized,44.0 fps,8 GiB,,4 vCPUs,2.7 GHz,EBS only,Up to 12.5 Gigabit,$0.1595 hourly,$0.1051 hourly,$0.0842 hourly,
M8GN Extra Large,m8gn.xlarge,"125,657.74",General purpose,45.0 fps,16 GiB,,4 vCPUs,2.8 GHz,EBS only,Up to 40 Gigabit,$0.291 hourly,,$0.1452 hourly,
M7A Extra Large,m7a.xlarge,"131,219.245",General purpose,55.0 fps,16 GiB,5600 MT/s,4 vCPUs,Up to 3.7 GHz,EBS only,Up to 12.5 Gigabit,$0.2318 hourly,$0.1534 hourly,$0.0906 hourly,$0.058 hourly
C5 High-CPU Double Extra Large,c5.2xlarge,"132,664.483",Compute optimized,45.0 fps,16 GiB,2933 MT/s,8 vCPUs,3.4 GHz,EBS only,Up to 10 Gigabit,$0.34 hourly,$0.214 hourly,$0.1464 hourly,$0.085 hourly
C7A Extra Large,c7a.xlarge,"133,081.956",Compute optimized,55.0 fps,8 GiB,5600 MT/s,4 vCPUs,Up to 3.7 GHz,EBS only,Up to 12.5 Gigabit,$0.2053 hourly,$0.1358 hourly,$0.0753 hourly,$0.0513 hourly
M6IDN Double Extra Large,m6idn.2xlarge,"133,701.011",General purpose,54.0 fps,32 GiB,3200 MT/s,8 vCPUs,3.5 GHz,474 GB NVMe SSD,Up to 40 Gigabit,$0.6365 hourly,$0.401 hourly,$0.4105 hourly,$0.1591 hourly
M6ID Double Extra Large,m6id.2xlarge,"133,952.865",General purpose,56.0 fps,32 GiB,3200 MT/s,8 vCPUs,3.5 GHz,474 GB NVMe SSD,Up to 12.5 Gigabit,$0.4746 hourly,$0.299 hourly,$0.2063 hourly,$0.1187 hourly
C5 High-CPU Double Extra Large,c5d.2xlarge,"134,986.923",Compute optimized,45.0 fps,16 GiB,2933 MT/s,8 vCPUs,3.4 GHz,200 GB NVMe SSD,Up to 10 Gigabit,$0.384 hourly,$0.242 hourly,$0.1735 hourly,$0.096 hourly
C6IN Double Extra Large,c6in.2xlarge,"136,025.505",Compute optimized,56.0 fps,16 GiB,3200 MT/s,8 vCPUs,3.5 GHz,EBS only,Up to 40 Gigabit,$0.4536 hourly,$0.2858 hourly,$0.1653 hourly,$0.1134 hourly
M6IN Double Extra Large,m6in.2xlarge,"136,518.771",General purpose,56.0 fps,32 GiB,3200 MT/s,8 vCPUs,3.5 GHz,EBS only,Up to 40 Gigabit,$0.5569 hourly,$0.3509 hourly,$0.2265 hourly,$0.1392 hourly
R6I Double Extra Large,r6i.2xlarge,"136,693.721",Memory optimized,55.0 fps,64 GiB,3200 MT/s,8 vCPUs,3.5 GHz,EBS only,Up to 12.5 Gigabit,$0.504 hourly,$0.3334 hourly,$0.2021 hourly,$0.126 hourly
C6I Double Extra Large,c6i.2xlarge,"136,839.855",Compute optimized,54.0 fps,16 GiB,3200 MT/s,8 vCPUs,3.5 GHz,EBS only,Up to 12.5 Gigabit,$0.34 hourly,$0.2249 hourly,$0.174 hourly,$0.085 hourly
R7A Extra Large,r7a.xlarge,"136,892.539",Memory optimized,55.0 fps,32 GiB,4800 MT/s,4 vCPUs,Up to 3.7 GHz,EBS only,Up to 12.5 Gigabit,$0.3043 hourly,$0.2013 hourly,$0.1105 hourly,$0.0761 hourly
M6I Double Extra Large,m6i.2xlarge,"138,822.611",General purpose,55.0 fps,32 GiB,3200 MT/s,8 vCPUs,3.5 GHz,EBS only,Up to 12.5 Gigabit,$0.384 hourly,$0.254 hourly,$0.1745 hourly,$0.096 hourly
C5A Double Extra Large,c5a.2xlarge,"145,348.837",Compute optimized,54.0 fps,16 GiB,2933 MT/s,8 vCPUs,3.3 GHz,EBS only,Up to 10 Gigabit,$0.308 hourly,$0.194 hourly,$0.1628 hourly,$0.077 hourly
R6GD Double Extra Large,r6gd.2xlarge,"151,343.171",Memory optimized,42.0 fps,64 GiB,,8 vCPUs,2.5 GHz,474 GB NVMe SSD,Up to 10 Gigabit,$0.4608 hourly,$0.2903 hourly,$0.2197 hourly,$0.1152 hourly
M6GD Double Extra Large,m6gd.2xlarge,"151,966.061",General purpose,50.0 fps,32 GiB,,8 vCPUs,2.5 GHz,474 GB NVMe SSD,Up to 10 Gigabit,$0.3616 hourly,$0.2278 hourly,$0.198 hourly,$0.0904 hourly
R6G Double Extra Large,r6g.2xlarge,"152,400.305",Memory optimized,50.0 fps,64 GiB,,8 vCPUs,2.5 GHz,EBS only,Up to 10 Gigabit,$0.4032 hourly,$0.254 hourly,$0.1532 hourly,$0.1008 hourly
C6G Double Extra Large,c6g.2xlarge,"152,497.141",Compute optimized,50.0 fps,16 GiB,,8 vCPUs,2.5 GHz,EBS only,Up to 10 Gigabit,$0.272 hourly,$0.1714 hourly,$0.1348 hourly,$0.068 hourly
M6G Double Extra Large,m6g.2xlarge,"154,689.011",General purpose,50.0 fps,32 GiB,,8 vCPUs,,EBS only,Up to 10 Gigabit,$0.308 hourly,$0.1932 hourly,$0.1479 hourly,$0.077 hourly
M7I-FLEX Double Extra Large,m7i-flex.2xlarge,"157,720.933",General purpose,57.0 fps,32 GiB,5600 MT/s,8 vCPUs,3.5 GHz,EBS only,Up to 12.5 Gigabit,$0.383 hourly,$0.2534 hourly,$0.2004 hourly,$0.0958 hourly
C6GD Double Extra Large,c6gd.2xlarge,"158,029.894",Compute optimized,50.0 fps,16 GiB,,8 vCPUs,2.5 GHz,474 GB NVMe SSD,Up to 10 Gigabit,$0.3072 hourly,$0.1935 hourly,$0.0744 hourly,$0.0768 hourly
C7I Double Extra Large,c7i.2xlarge,"159,211.901",Compute optimized,58.0 fps,16 GiB,4800 MT/s,8 vCPUs,3.2 GHz,EBS only,Up to 12.5 Gigabit,$0.357 hourly,$0.2362 hourly,$0.1667 hourly,$0.0893 hourly
C6GN Double Extra Large,c6gn.2xlarge,"160,192.231",Compute optimized,50.0 fps,16 GiB,,8 vCPUs,2.5 GHz,EBS only,Up to 25 Gigabit,$0.3456 hourly,$0.2181 hourly,$0.1613 hourly,$0.0864 hourly
R6A Double Extra Large,r6a.2xlarge,"161,567.202",Memory optimized,65.0 fps,64 GiB,3200 MT/s,8 vCPUs,3.6 GHz,EBS only,Up to 12.5 Gigabit,$0.4536 hourly,$0.3001 hourly,$0.1913 hourly,$0.1134 hourly
M7I Double Extra Large,m7i.2xlarge,"163,373.666",General purpose,59.0 fps,32 GiB,4800 MT/s,8 vCPUs,3.2 GHz,EBS only,Up to 12.5 Gigabit,$0.4032 hourly,$0.2667 hourly,$0.1694 hourly,$0.1008 hourly
M5ZN Double Extra Large,m5zn.2xlarge,"163,926.028",General purpose,53.0 fps,32 GiB,2933 MT/s,8 vCPUs,4.5 GHz,EBS only,Up to 25 Gigabit,$0.6607 hourly,$0.4162 hourly,$0.2833 hourly,$0.1652 hourly
M6A Double Extra Large,m6a.2xlarge,"169,106.378",General purpose,66.0 fps,32 GiB,3200 MT/s,8 vCPUs,3.6 GHz,EBS only,Up to 12.5 Gigabit,$0.3456 hourly,$0.2286 hourly,$0.1637 hourly,$0.0864 hourly
M8A Extra Large,m8a.xlarge,"174,418.605",General purpose,71.0 fps,16 GiB,6400 MT/s,4 vCPUs,Up to 4.5 GHz,EBS only,Up to 12.5 Gigabit,$0.2434 hourly,,$0.073 hourly,
C7I-FLEX Double Extra Large,c7i-flex.2xlarge,"181,289.421",Compute optimized,73.0 fps,16 GiB,5600 MT/s,8 vCPUs,3.2 GHz,EBS only,Up to 12.5 Gigabit,$0.3392 hourly,$0.2244 hourly,$0.1615 hourly,
C6A Double Extra Large,c6a.2xlarge,"181,776.869",Compute optimized,66.0 fps,16 GiB,2933 MT/s,8 vCPUs,3.6 GHz,EBS only,Up to 12.5 Gigabit,$0.306 hourly,$0.2024 hourly,$0.1476 hourly,$0.0765 hourly
R8IN Double Extra Large,r8in.2xlarge,"185,722.577",Memory optimized,74.0 fps,64 GiB,7200 MT/s,8 vCPUs,3.9 GHz,EBS only,Up to 40 Gigabit,$0.8368 hourly,,$0.3842 hourly,
R8IDB Double Extra Large,r8idb.2xlarge,"185,945.611",Memory optimized,77.0 fps,64 GiB,7200 MT/s,8 vCPUs,3.9 GHz,474 GB NVMe SSD,Up to 26.66 Gigabit,$0.9379 hourly,,$0.4145 hourly,
M8IDB Double Extra Large,m8idb.2xlarge,"186,763.161",General purpose,78.0 fps,32 GiB,7200 MT/s,8 vCPUs,3.9 GHz,474 GB NVMe SSD,Up to 26.66 Gigabit,$0.7638 hourly,,$0.3709 hourly,
R7I Double Extra Large,r7i.2xlarge,"187,214.79",Memory optimized,65.0 fps,64 GiB,4800 MT/s,8 vCPUs,3.2 GHz,EBS only,Up to 12.5 Gigabit,$0.5292 hourly,$0.3501 hourly,$0.194 hourly,$0.1323 hourly
C8I-FLEX Double Extra Large,c8i-flex.2xlarge,"188,065.666",Compute optimized,76.0 fps,16 GiB,7200 MT/s,8 vCPUs,3.9 GHz,EBS only,Up to 15 Gigabit,$0.3561 hourly,,$0.1684 hourly,
C8A Extra Large,c8a.xlarge,"188,146.754",Compute optimized,68.0 fps,8 GiB,6400 MT/s,4 vCPUs,Up to 4.5 GHz,EBS only,Up to 12.5 Gigabit,$0.2155 hourly,,$0.079 hourly,
R8I Double Extra Large,r8i.2xlarge,"189,080.596",Memory optimized,77.0 fps,64 GiB,7200 MT/s,8 vCPUs,3.9 GHz,EBS only,Up to 15 Gigabit,$0.5557 hourly,,$0.2511 hourly,
M8IDN Double Extra Large,m8idn.2xlarge,"189,506.1",General purpose,78.0 fps,32 GiB,7200 MT/s,8 vCPUs,3.9 GHz,474 GB NVMe SSD,Up to 40 Gigabit,$0.7638 hourly,,$0.3653 hourly,
R8I-FLEX Double Extra Large,r8i-flex.2xlarge,"189,536.032",Memory optimized,73.0 fps,64 GiB,7200 MT/s,8 vCPUs,3.9 GHz,EBS only,Up to 15 Gigabit,$0.5279 hourly,,$0.2426 hourly,
C8I Double Extra Large,c8i.2xlarge,"189,588.435",Compute optimized,75.0 fps,16 GiB,7200 MT/s,8 vCPUs,3.9 GHz,EBS only,Up to 15 Gigabit,$0.3748 hourly,,$0.2239 hourly,
R8IDN Double Extra Large,r8idn.2xlarge,"190,642.625",Memory optimized,77.0 fps,64 GiB,7200 MT/s,8 vCPUs,3.9 GHz,474 GB NVMe SSD,Up to 40 Gigabit,$0.9379 hourly,,$0.4594 hourly,
R8A Extra Large,r8a.xlarge,"190,682.557",Memory optimized,72.0 fps,32 GiB,6400 MT/s,4 vCPUs,Up to 4.5 GHz,EBS only,Up to 12.5 Gigabit,$0.3195 hourly,,$0.138 hourly,
M8I-FLEX Double Extra Large,m8i-flex.2xlarge,"191,563.236",General purpose,75.0 fps,32 GiB,7200 MT/s,8 vCPUs,3.9 GHz,EBS only,Up to 15 Gigabit,$0.4022 hourly,,$0.1943 hourly,
M8IB Double Extra Large,m8ib.2xlarge,"192,407.905",General purpose,77.0 fps,32 GiB,7200 MT/s,8 vCPUs,3.9 GHz,EBS only,Up to 26.66 Gigabit,$0.6683 hourly,,$0.3385 hourly,
M8INE Double Extra Large,m8ine.2xlarge,"193,038.547",General purpose,76.0 fps,32 GiB,7200 MT/s,8 vCPUs,3.9 GHz,EBS only,12.5 Gigabit,$0.8354 hourly,,,
R8IB Double Extra Large,r8ib.2xlarge,"195,854.415",Memory optimized,77.0 fps,64 GiB,7200 MT/s,8 vCPUs,3.9 GHz,EBS only,Up to 26.66 Gigabit,$0.8368 hourly,,$0.4046 hourly,
M8I Double Extra Large,m8i.2xlarge,"196,858.467",General purpose,76.0 fps,32 GiB,7200 MT/s,8 vCPUs,3.9 GHz,EBS only,Up to 15 Gigabit,$0.4234 hourly,,$0.2177 hourly,
R7G Double Extra Large,r7g.2xlarge,"196,963.48",Memory optimized,72.0 fps,64 GiB,,8 vCPUs,2.5 GHz,EBS only,Up to 15 Gigabit,$0.4284 hourly,$0.2834 hourly,$0.16 hourly,$0.1071 hourly
M8IN Double Extra Large,m8in.2xlarge,"198,060.656",General purpose,78.0 fps,32 GiB,7200 MT/s,8 vCPUs,3.9 GHz,EBS only,Up to 40 Gigabit,$0.6683 hourly,,$0.3635 hourly,
C8INE Double Extra Large,c8ine.2xlarge,"198,626.169",Compute optimized,74.0 fps,16 GiB,7200 MT/s,8 vCPUs,3.9 GHz,EBS only,12.5 Gigabit,$0.6804 hourly,,,
C7G Double Extra Large,c7g.2xlarge,"199,104.032",Compute optimized,72.0 fps,16 GiB,,8 vCPUs,2.5 GHz,EBS only,Up to 15 Gigabit,$0.29 hourly,$0.1911 hourly,$0.139 hourly,$0.0725 hourly
M7G Double Extra Large,m7g.2xlarge,"199,153.597",General purpose,73.0 fps,32 GiB,,8 vCPUs,2.5 GHz,EBS only,Up to 15 Gigabit,$0.3264 hourly,$0.2159 hourly,$0.1443 hourly,$0.0816 hourly
M5AD Quadruple Extra Large,m5ad.4xlarge,"202,429.15",General purpose,67.0 fps,64 GiB,2667 MT/s,16 vCPUs,2.5 GHz,600 GB (2×300 GB NVMe SSD),Up to 10 Gigabit,$0.824 hourly,$0.519 hourly,$0.4775 hourly,$0.206 hourly
M7GD Double Extra Large,m7gd.2xlarge,"202,698.423",General purpose,72.0 fps,32 GiB,,8 vCPUs,2.5 GHz,474 GB NVMe SSD,Up to 15 Gigabit,$0.4271 hourly,$0.2691 hourly,$0.1208 hourly,$0.1068 hourly
R7GD Double Extra Large,r7gd.2xlarge,"203,977.562",Memory optimized,73.0 fps,64 GiB,,8 vCPUs,2.5 GHz,474 GB NVMe SSD,Up to 15 Gigabit,$0.5443 hourly,$0.3421 hourly,$0.2692 hourly,$0.1361 hourly
C7GD Double Extra Large,c7gd.2xlarge,"206,718.346",Compute optimized,72.0 fps,16 GiB,,8 vCPUs,2.5 GHz,474 GB NVMe SSD,Up to 15 Gigabit,$0.3629 hourly,$0.2287 hourly,$0.0893 hourly,$0.0907 hourly
M5A Quadruple Extra Large,m5a.4xlarge,"206,825.233",General purpose,68.0 fps,64 GiB,2667 MT/s,16 vCPUs,2.5 GHz,EBS only,Up to 10 Gigabit,$0.688 hourly,$0.433 hourly,$0.3145 hourly,$0.172 hourly
R5AD Quadruple Extra Large,r5ad.4xlarge,"209,218.699",Memory optimized,68.0 fps,128 GiB,2667 MT/s,16 vCPUs,2.5 GHz,600 GB (2×300 GB NVMe SSD),Up to 10 Gigabit,$1.048 hourly,$0.66 hourly,$0.6093 hourly,$0.262 hourly
R5A Quadruple Extra Large,r5a.4xlarge,"209,918.657",Memory optimized,67.0 fps,128 GiB,2667 MT/s,16 vCPUs,2.5 GHz,EBS only,Up to 10 Gigabit,$0.904 hourly,$0.57 hourly,$0.3721 hourly,$0.226 hourly
M5 General Purpose Quadruple Extra Large,m5d.4xlarge,"216,645.604",General purpose,77.0 fps,64 GiB,2666 MT/s,16 vCPUs,3.1 GHz,600 GB (2×300 GB NVMe SSD),Up to 10 Gigabit,$0.904 hourly,$0.57 hourly,$0.5094 hourly,$0.226 hourly
R5N Quadruple Extra Large,r5n.4xlarge,"223,630.265",Memory optimized,77.0 fps,128 GiB,2666 MT/s,16 vCPUs,2.5 GHz,EBS only,Up to 25 Gigabit,$1.192 hourly,$0.751 hourly,$0.6078 hourly,$0.27 hourly
R5 Quadruple Extra Large,r5.4xlarge,"225,035.162",Memory optimized,77.0 fps,128 GiB,3200 MT/s,16 vCPUs,3.1 GHz,EBS only,Up to 10 Gigabit,$1.008 hourly,$0.635 hourly,$0.3284 hourly,$0.252 hourly
R5D Quadruple Extra Large,r5d.4xlarge,"232,862.757",Memory optimized,77.0 fps,128 GiB,2666 MT/s,16 vCPUs,3.1 GHz,600 GB (2×300 GB NVMe SSD),Up to 10 Gigabit,$1.152 hourly,$0.726 hourly,$0.6578 hourly,$0.27 hourly
M5 General Purpose Quadruple Extra Large,m5.4xlarge,"235,271.052",General purpose,78.0 fps,64 GiB,2666 MT/s,16 vCPUs,3.1 GHz,EBS only,Up to 10 Gigabit,$0.768 hourly,$0.484 hourly,$0.278 hourly,$0.192 hourly
C8GN Double Extra Large,c8gn.2xlarge,"236,756.437",Compute optimized,88.0 fps,16 GiB,,8 vCPUs,2.8 GHz,EBS only,Up to 50 Gigabit,$0.474 hourly,,$0.186 hourly,
C8G Double Extra Large,c8g.2xlarge,"236,896.654",Compute optimized,88.0 fps,16 GiB,,8 vCPUs,2.7 GHz,EBS only,Up to 15 Gigabit,$0.319 hourly,$0.2102 hourly,$0.1367 hourly,
M8G Double Extra Large,m8g.2xlarge,"240,493.011",General purpose,86.0 fps,32 GiB,,8 vCPUs,2.7 GHz,EBS only,Up to 15 Gigabit,$0.359 hourly,$0.2375 hourly,$0.1271 hourly,
